Annotation Cluster 1	Enrichment Score: 8.134497544430758
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	TRANSMEM:Helical	49	61.25000000000001	9.424607811881703E-11	Q6NUK4, Q96KC8, Q14849, P16615, P11166, O95197, O60725, P17152, Q92896, O15118, Q9H6H4, Q96BY9, Q07065, Q9UJG1, O43169, O95249, Q14739, P43307, Q7Z388, Q9BXP2, Q15035, Q9Y320, O75844, Q15836, P45880, Q9NRY6, Q9P0T7, O95772, Q9NS69, Q86UE4, Q9NZ45, P08183, Q9ULQ1, Q9NRA2, Q8N1S5, P24390, Q13505, P11279, Q6PIU2, O60637, P17302, O60830, O60831, Q96K37, Q9UBV7, Q00325, Q9HD45, Q8TAC9, Q75T13	80	5374	20543	2.3413821176032754	3.84523898278033E-8	3.845239987247735E-8	3.81696616381209E-8
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	48	60.0	2.1956716569349645E-10	Q6NUK4, Q9Y320, O75844, Q15836, P45880, O43772, Q96KC8, Q9NRY6, Q14849, P16615, Q9P0T7, O95772, P11166, O95197, O60725, Q9NS69, Q86UE4, Q9NZ45, P08183, Q92896, Q9ULQ1, Q9NRA2, Q8N1S5, O15118, Q9H6H4, Q07065, P24390, Q13505, Q9UJG1, O43169, O95249, P11279, Q14739, Q6PIU2, O60637, P17302, O60830, P43307, O60831, Q96K37, Q9UBV7, Q7Z388, Q00325, Q9HD45, Q9BXP2, Q15035, Q8TAC9, Q75T13	79	5394	20624	2.3231438588586477	3.842424911582043E-8	1.9212126998180938E-8	1.8004507586866708E-8
UP_KW_DOMAIN	KW-0812~Transmembrane	53	66.25	7.826910506488225E-10	Q6NUK4, Q96KC8, Q14849, P16615, P11166, O95197, O60725, P17152, Q92896, O15118, Q9H6H4, Q96BY9, Q07065, Q9UJG1, O43169, Q9Y277, O95249, Q14739, P43307, Q7Z388, Q86XL3, Q9BXP2, Q15035, Q9Y320, O75844, Q15836, P45880, O43772, Q9NRY6, Q9P0T7, O95772, Q9NS69, Q86UE4, Q9NZ45, P08183, Q9ULQ1, Q9NRA2, Q8N1S5, P24390, Q13505, P11279, Q6PIU2, O60637, P17302, O60830, O60831, Q96K37, Q9UBV7, Q00325, Q9HD45, Q8TAC9, P21796, Q75T13	68	5905	14504	1.9144095233351597	1.1740365235546335E-8	1.1740365759732337E-8	1.1740365759732337E-8
UP_KW_DOMAIN	KW-1133~Transmembrane helix	51	63.74999999999999	1.1398433972133025E-8	Q6NUK4, Q96KC8, Q14849, P16615, P11166, O95197, O60725, P17152, Q92896, O15118, Q9H6H4, Q96BY9, Q07065, Q9UJG1, O43169, O95249, Q14739, P43307, Q7Z388, Q86XL3, Q9BXP2, Q15035, Q9Y320, O75844, Q15836, P45880, O43772, Q9NRY6, Q9P0T7, O95772, Q9NS69, Q86UE4, Q9NZ45, P08183, Q9ULQ1, Q9NRA2, Q8N1S5, P24390, Q13505, P11279, Q6PIU2, O60637, P17302, O60830, O60831, Q96K37, Q9UBV7, Q00325, Q9HD45, Q8TAC9, Q75T13	68	5844	14504	1.8613963039014374	1.709764959612059E-7	8.548825479099768E-8	8.548825479099768E-8
UP_SEQ_FEATURE	TOPO_DOM:Cytoplasmic	35	43.75	5.145009502219804E-7	Q9Y320, Q15836, O43772, Q96KC8, Q14849, P16615, Q9P0T7, O95772, P11166, O95197, O60725, Q9NS69, Q86UE4, Q9NZ45, P08183, Q92896, Q9ULQ1, Q9NRA2, O15118, Q96BY9, Q07065, P24390, O95249, P11279, Q6PIU2, O60637, P17302, P43307, O60831, Q9UBV7, Q86XL3, Q9BXP2, Q15035, Q8TAC9, Q75T13	80	3837	20543	2.342341021631483	2.098944107588041E-4	6.997212923018933E-5	6.945762827996735E-5
UP_KW_CELLULAR_COMPONENT	KW-0472~Membrane	58	72.5	1.6419590194669572E-6	Q6NUK4, Q96KC8, Q14849, P16615, P11166, O95197, O60725, P17152, Q92896, Q02818, O15118, Q9H6H4, Q96BY9, Q07065, Q9UJG1, O43169, Q9Y277, O95249, Q14739, P43307, Q7Z388, Q86XL3, Q9BXP2, Q15035, Q9Y320, O75844, Q15836, P45880, O43772, Q9NRY6, Q9P0T7, O95772, Q9NS69, Q86UE4, Q9NZ45, P08183, P04062, Q9ULQ1, Q9NRA2, Q8N1S5, P24390, Q13505, P11279, Q6PIU2, O60637, P17302, O60830, O60831, Q86XF0, Q96K37, Q9UBV7, Q00325, Q9HD45, Q96JB2, Q8TAC9, P21796, Q75T13, O15228	79	8234	17708	1.5789179167576244	4.433194723085787E-5	1.4777631175202614E-5	1.4777631175202614E-5

Annotation Cluster 2	Enrichment Score: 6.820662622023661
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005789~endoplasmic reticulum membrane	22	27.500000000000004	5.557913838842068E-10	Q96BY9, Q07065, Q6NUK4, P24390, Q9UJG1, Q9Y320, O75844, P45880, Q96KC8, Q14849, P16615, Q14739, O95772, Q6PIU2, O95197, O60725, P17302, Q86UE4, P43307, Q86XL3, Q75T13, Q9H6H4	79	1112	20624	5.164921227574902	9.726349259331357E-8	3.2421164059912065E-8	3.038326231900331E-8
UP_SEQ_FEATURE	TOPO_DOM:Lumenal	15	18.75	1.932358114081708E-7	Q96BY9, P24390, O75844, Q96KC8, P11279, P16615, Q6PIU2, O60725, Q86UE4, P43307, Q9UBV7, Q86XL3, Q9NRA2, O15118, Q75T13	80	659	20543	5.844935508345978	7.883711088596534E-5	3.942010552726684E-5	3.913025181015459E-5
UP_KW_CELLULAR_COMPONENT	KW-0256~Endoplasmic reticulum	21	26.25	8.781516698757803E-7	Q96BY9, Q07065, Q6NUK4, P24390, Q9UJG1, Q9Y320, O75844, P45880, Q96KC8, P16615, Q14739, Q6PIU2, O95197, O60725, P17302, Q86UE4, P43307, Q8NBS9, Q86XL3, Q75T13, Q9H6H4	79	1335	17708	3.5259849239084056	2.370982441346481E-5	1.4738620786653108E-5	1.4738620786653108E-5
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	17	21.25	5.530705776392158E-6	Q96BY9, Q07065, P24390, P45880, Q96KC8, P16615, O95197, O60725, P17302, Q86UE4, P43307, Q8NBS9, Q86XL3, P04062, O15118, Q75T13, Q9H6H4	79	1157	20624	3.8358478386923847	9.674079463058982E-4	1.6131225181143793E-4	1.5117262455471896E-4

Annotation Cluster 3	Enrichment Score: 3.2408140087602626
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	DOMAIN:DHFR	3	3.75	4.369680345465399E-5	Q86XF0, P00374	80	3	20543	256.78749999999997	0.01767069464556159	0.004457073952374707	0.004424301349783716
GOTERM_MF_DIRECT	GO:0004146~dihydrofolate reductase activity	3	3.75	4.7522284009432295E-5	Q86XF0, P00374	77	3	18945	246.03896103896102	0.009694997246316395	0.0066580412114296645	0.006625562961617812
INTERPRO	IPR024072:Dihydrofolate reductase-like domain	3	3.75	4.7780094132500026E-5	Q86XF0, P00374	78	3	19144	245.43589743589746	0.009179388283309331	0.0023053895418931264	0.0022456644242275013
INTERPRO	IPR001796:Dihydrofolate reductase domain	3	3.75	4.7780094132500026E-5	Q86XF0, P00374	78	3	19144	245.43589743589746	0.009179388283309331	0.0023053895418931264	0.0022456644242275013
INTERPRO	IPR012259:Dihydrofolate reductase	3	3.75	4.7780094132500026E-5	Q86XF0, P00374	78	3	19144	245.43589743589746	0.009179388283309331	0.0023053895418931264	0.0022456644242275013
GOTERM_BP_DIRECT	GO:0006545~glycine biosynthetic process	3	3.75	8.791369478095142E-5	Q86XF0, P00374	76	4	19414	191.58552631578948	0.045779077283704006	0.023428999659123553	0.02307734487999975
GOTERM_BP_DIRECT	GO:0046452~dihydrofolate metabolic process	3	3.75	8.791369478095142E-5	Q86XF0, P00374	76	4	19414	191.58552631578948	0.045779077283704006	0.023428999659123553	0.02307734487999975
GOTERM_BP_DIRECT	GO:0046654~tetrahydrofolate biosynthetic process	3	3.75	2.186843602617349E-4	Q86XF0, P00374	76	6	19414	127.72368421052632	0.11003354739376603	0.0388529213398349	0.03826976304580361
GOTERM_BP_DIRECT	GO:0046653~tetrahydrofolate metabolic process	3	3.75	5.209103695008249E-4	Q86XF0, P00374	76	9	19414	85.14912280701753	0.24248926206356614	0.05769802187609534	0.056832010290713046
GOTERM_MF_DIRECT	GO:0050661~NADP binding	4	5.0	6.36427817946384E-4	Q86XF0, P45880, P00374	77	42	18945	23.432282003710576	0.12235161387416715	0.02609354053580174	0.025966254972212464
GOTERM_BP_DIRECT	GO:0046655~folic acid metabolic process	3	3.75	0.0014966699520316332	Q86XF0, P00374	76	15	19414	51.089473684210525	0.5499167198427828	0.09971563555410756	0.09821896560207592
UP_KW_BIOLOGICAL_PROCESS	KW-0554~One-carbon metabolism	3	3.75	0.0036261615983008842	Q86XF0, P00374	52	20	11262	32.486538461538466	0.12577004033390105	0.04472265971237757	0.03263545438470796
UP_KW_LIGAND	KW-0521~NADP	5	6.25	0.005222536974759842	Q3SXM5, Q86XF0, P45880, P00374	28	182	6858	6.728806907378336	0.0994273514081031	0.10445073949519684	0.10445073949519684
GOTERM_BP_DIRECT	GO:0006730~one-carbon metabolic process	3	3.75	0.008986371938996793	Q86XF0, P00374	76	37	19414	20.71194879089616	0.9918634353886019	0.2993585152178307	0.2948653292483323
UP_KW_MOLECULAR_FUNCTION	KW-0560~Oxidoreductase	7	8.75	0.01626425490367345	Q8NBS9, Q86XF0, P45880, P11766, Q14739, P00374	41	610	11749	3.2884046381447423	0.38856039363544903	0.1626425490367345	0.1626425490367345
GOTERM_MF_DIRECT	GO:0003729~mRNA binding	3	3.75	0.2667912960517452	Q86XF0, P00374	77	251	18945	2.94070471361308	1.0	1.0	1.0

Annotation Cluster 4	Enrichment Score: 3.01996422888254
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0015485~cholesterol binding	5	6.25	6.495649962370404E-5	P45880, Q14849, O95772, P21796, O15118	77	54	18945	22.781385281385276	0.013228242401651102	0.0066580412114296645	0.006625562961617812
GOTERM_CC_DIRECT	GO:0005765~lysosomal membrane	8	10.0	6.430428873819032E-4	P04062, P11279, Q14849, Q9P0T7, O95772, Q9ULQ1, Q9NRA2, O15118	79	386	20624	5.410638158326228	0.1064640430862549	0.011253250529183306	0.010545903353063211
GOTERM_CC_DIRECT	GO:0031902~late endosome membrane	5	6.25	0.002406920435445601	O75844, P11279, Q14849, O95772, O15118	79	148	20624	8.819705781731098	0.34408154347589326	0.03240085201561386	0.03036422703177527
UP_KW_CELLULAR_COMPONENT	KW-0967~Endosome	10	12.5	0.002442885362641858	O60831, O75844, Q15836, P11279, Q14849, Q9P0T7, O95772, Q9ULQ1, Q8TAC9, O15118	79	661	17708	3.39110285528256	0.06390526969763521	0.010992984131888362	0.010992984131888362
GOTERM_BP_DIRECT	GO:0030301~cholesterol transport	3	3.75	0.003235575077574069	Q14849, O95772, O15118	76	22	19414	34.83373205741627	0.8222465005897535	0.15677831966790717	0.1544251741569442

Annotation Cluster 5	Enrichment Score: 2.9432898456429424
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04979:Cholesterol metabolism	6	7.5	4.669588820032324E-6	Q9Y277, P45880, Q14849, Q6PIU2, P21796, O15118	43	51	8465	23.160054719562243	4.155080279334422E-4	2.0779670249143842E-4	2.0546190808142228E-4
GOTERM_MF_DIRECT	GO:0015485~cholesterol binding	5	6.25	6.495649962370404E-5	P45880, Q14849, O95772, P21796, O15118	77	54	18945	22.781385281385276	0.013228242401651102	0.0066580412114296645	0.006625562961617812
GOTERM_CC_DIRECT	GO:0045121~membrane raft	4	5.0	0.0658641563363501	P17302, P45880, P21796, O15118	79	245	20624	4.262257814518213	0.9999933662909515	0.4358284835564309	0.4084335503043124
UP_KW_LIGAND	KW-0446~Lipid-binding	4	5.0	0.0843898529381127	Q9UM22, P45880, Q14849, P21796	28	265	6858	3.6970350404312664	0.8285206059562742	0.562599019587418	0.562599019587418

Annotation Cluster 6	Enrichment Score: 2.683745269774659
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
