Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_TISSUE	Liver	50	60.24096385542169	9.259867709486353E-10	Q13555, P54577, P37837, P28482, O96008, O95394, P11766, P36543, Q9H8Y8, P62277, P36551, Q9Y4G6, P83731, Q15185, P62633, P07996, P22059, P05455, P04920, Q8NF91, Q5QJE6, P36578, P11021, P05067, P67936, P05387, Q9Y6Y8, Q2M2I8, Q9UIJ7, P50995, P39687, P24534, P17096, P31942, Q9H936, O75955, P49591, Q8TD55, Q13740, P20073, P40939, P07737, P62070, P14550, Q8N392, Q00325, P00558, P31949, P09525, P21796	82	5112	18279	2.1803074544829957	8.611676238778898E-8	8.611676969822309E-8	6.667104750830175E-8
UP_TISSUE	Cervix carcinoma	43	51.80722891566265	2.8481535648723573E-6	P61927, Q13555, P54577, Q9Y6Y8, P37837, P28482, Q2M2I8, O95394, Q9H8Y8, P39687, P62277, Q92890, Q9Y4G6, P24534, P17096, P83731, Q15185, P22059, P05455, P31942, O75955, P04920, P40939, Q13868, Q8NF91, P26373, Q5QJE6, P36578, O75531, P62070, P61081, P11021, P14550, Q8N392, P00558, P31949, Q9Y285, Q9BXP2, P29218, P67936, P05387, P21796, Q15397	82	5022	18279	1.9086677157094152	2.648435814870398E-4	1.3243914076656462E-4	1.0253352833540486E-4
UP_TISSUE	Erythroleukemia	39	46.98795180722892	5.786382341927076E-6	Q13555, P54577, Q9Y6Y8, P37837, P28482, Q2M2I8, O95394, P11766, Q9H8Y8, P84090, P62277, P36551, Q92890, P24534, P17096, P83731, Q15185, P22059, P05455, P31942, O75955, Q8TD55, P04920, P40939, Q13868, P07737, P26373, Q5QJE6, P36578, P62070, P28072, P14550, Q8N392, P00558, Q9Y285, Q9BXP2, P29218, P05387, P21796	82	4394	18279	1.9785322557367586	5.379903459986624E-4	1.7937785259973936E-4	1.3887317620624984E-4
UP_TISSUE	Cajal-Retzius cell	8	9.63855421686747	2.5203015158779497E-5	P31942, P11021, P00558, O96008, P36543, P28072, P67936, P21796	82	195	18279	9.145215759849908	0.002341165134715939	5.859701024416233E-4	4.5365427285803093E-4
UP_TISSUE	Uterus	22	26.506024096385545	3.2106150826479894E-5	P31942, Q9Y6Y8, Q8NF91, P26373, O96008, Q9BZF9, O75531, Q2M2I8, P62070, Q9H8Y8, P62277, P14550, Q8N392, P36551, P00558, P17096, Q15185, Q9Y285, P09525, P62633, P07996, Q15397	82	1824	18279	2.688663350449294	0.002981466534940691	5.97174405372526E-4	4.6232857190131046E-4
UP_TISSUE	Thymus	12	14.457831325301203	1.2806201446067476E-4	Q13868, P0C0S8, Q5QJE6, P83731, P29218, P05387, P21796, Q16881	82	647	18279	4.134429072265993	0.011839880411408044	0.0019849612241404587	0.001536744173528097
UP_TISSUE	Lymphoblast	9	10.843373493975903	1.6215863537337563E-4	P07737, Q00325, P26373, P00558, P36578, P24534, P83731, Q15185, P05387	82	351	18279	5.715759849906191	0.014968812583089908	0.0021543932985319905	0.0016679173924118637
UP_TISSUE	Keratinocyte	6	7.228915662650602	3.3336534859455477E-4	P31942, P22528, P24534, P31949, P35321, P67936	82	135	18279	9.90731707317073	0.030532324460131877	0.0037821135448926225	0.0029280879057233204
UP_TISSUE	Fetal brain cortex	7	8.433734939759036	3.6601098821541504E-4	P31942, P11021, P00558, P24534, P84090, P67936, P21796	82	213	18279	7.325833047062866	0.03347223439388003	0.0037821135448926225	0.0029280879057233204
UP_TISSUE	Lymph	11	13.253012048192772	6.480154209190442E-4	P39687, P40939, P0C0S8, Q8NF91, P26373, Q9UIJ7, P50995	82	659	18279	3.720881601835745	0.0585038019252524	0.005608225908267726	0.00434185231607824
UP_TISSUE	Tongue	11	13.253012048192772	6.633385482897311E-4	P22528, P0C0S8, P50281, Q9H8Y8, Q9NP77, P28072, P67936	82	661	18279	3.7096232611342757	0.05984540538309935	0.005608225908267726	0.00434185231607824
UP_TISSUE	Lung	24	28.915662650602407	7.6152129390386E-4	P61927, Q9H936, P54577, O75955, Q13740, P37837, Q13868, P07737, P50281, P26373, P28482, O96008, Q9H477, P36543, Q00325, P83881, P20671, P31949, Q15185, Q9Y285, Q9UBU8, P62633, P21796, Q16881	82	2620	18279	2.0419661143176313	0.06839694350084868	0.005901790027754915	0.004569127763423161
UP_TISSUE	Mammary carcinoma	5	6.024096385542169	0.0013520892201212941	P11021, P31949, P84090, P05387, Q16881	82	108	18279	10.32012195121951	0.11823472184175554	0.009672638267021565	0.0074884941422102445
UP_TISSUE	Leukemic T-cell	22	26.506024096385545	0.001474749919117835	P31942, P61927, O75955, Q13740, P04920, Q13868, P07737, Q8NF91, P28482, Q5QJE6, Q2M2I8, O95394, Q9H8Y8, Q92890, P24534, P17096, Q15185, P29218, P05387, Q16881, P22059, P05455	82	2404	18279	2.039984172720263	0.1282503320077707	0.009796553034139904	0.007584428155463153
UP_TISSUE	Placenta	28	33.734939759036145	0.0021745726097053848	O95394, Q9UIJ7, Q96KK5, P62277, P36551, P17096, P62633, P07996, P22059, P05455, P31942, Q13740, P49591, Q13868, P07737, P50281, Q8NF91, P26373, Q9NP77, P61081, P22528, Q00325, P00558, P31949, Q9BXP2, P67936, P09525, Q16881	82	3554	18279	1.7562210906295896	0.18327714106422954	0.012764835785633982	0.009882453511458566
UP_TISSUE	Platelet	9	10.843373493975903	0.002196100780324126	P54577, P28482, Q9Y285, Q15185, P05067, P67936, P07996, P21796, P22059	82	523	18279	3.8360070885603696	0.18491425637600312	0.012764835785633982	0.009882453511458566
UP_TISSUE	Colon	14	16.867469879518072	0.002457201452295229	P61927, P14550, Q13868, P07737, P0C0S8, Q5QJE6, P36578, P17096, P83731, Q9UBU8	82	1211	18279	2.577047793599324	0.20451314484687078	0.0134423373566739	0.010406970856779794
UP_TISSUE	Colon adenocarcinoma	4	4.819277108433735	0.005389880342949049	P20073, Q00325, P26373, P00558	82	80	18279	11.145731707317072	0.3950531089926155	0.027847715105236755	0.021559521371796196
UP_TISSUE	Brain	48	57.831325301204814	0.008076897696658474	Q13555, P54577, Q9Y6Y8, O15083, P28482, O96008, Q2M2I8, P36543, P39687, P62277, P36551, Q92890, Q9Y4G6, P24534, Q9UBU8, O14787, P62633, P31942, Q9H936, Q13740, P49591, P04920, P07737, Q8NF91, P26373, Q5QJE6, Q9BZF9, P36578, O75531, P62070, P28072, Q96A05, P35030, P11021, Q8N392, P0C0S8, Q00325, P00558, P31949, P29218, P05067, P67936, P21796, Q16881	82	8064	18279	1.3268728222996515	0.5296138878578875	0.03953428872574937	0.030607191271547898
UP_TISSUE	Skin	16	19.27710843373494	0.010302831441729565	P31942, Q9H936, Q8TD55, P50281, O96008, Q5QJE6, P36578, P11766, P35321, P61081, P39687, P00558, Q92890, Q9UBU8, P05387, P21796	82	1770	18279	2.0150475403059116	0.6183049884383061	0.04790816620404248	0.03709019319022643
UP_TISSUE	Colon carcinoma	8	9.63855421686747	0.011605698699400166	P31942, P11021, P04920, Q00325, P83731, P28072, P61081, P62633	82	556	18279	3.207404807861028	0.6623150953934748	0.051396665668772164	0.039790966969371996
