Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0016020~membrane	73	45.06172839506173	1.0312610120972999E-15	Q13555, Q6NUK4, Q96KC8, Q9H8Y8, P16615, P11166, O60725, P62277, Q92896, Q02818, P83731, P98160, O15118, P22059, Q9H6H4, P06865, Q07065, Q9UIQ6, O43169, Q12999, Q9Y277, O95249, P51790, P36578, Q14739, P11021, P13164, P43307, Q86XL3, Q9Y285, Q9BXP2, P42892, P07686, P05067, P67936, O94919, P05387, Q15035, Q9Y287, O75844, Q15836, Q14108, P45880, P30825, O00560, P55209, O95772, Q9NS69, P08183, P02786, Q9NRA2, Q8N1S5, P11717, O75955, P20073, Q13505, P07737, P26373, P11279, Q6PIU2, O60637, Q9NPR9, O60831, Q96K37, Q9UBV7, Q00325, P00558, Q9HD45, Q96JB2, Q8TAC9, P21796, P10909, O15228	161	3653	20624	2.5598835637517365	2.987610159266296E-13	3.0834704261709265E-13	2.78440473266271E-13
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	54	33.33333333333333	2.1151185453174215E-14	P37837, P11766, P11166, P62277, Q92896, Q02818, P83731, P98160, P07996, O15118, P06865, Q13126, Q07065, Q9UHG3, Q9Y277, P36578, P15586, P11021, Q9BXP2, P42892, P07686, P05067, P67936, O94919, P05387, Q16881, P01023, Q9Y287, O75844, Q14108, O00560, P08183, P04062, Q8NHP8, P04066, P02786, P11717, O75955, P49591, Q13740, P20073, P07737, P11279, P28072, O60637, Q8NBS9, P14550, Q00325, P00558, Q9UBR2, P31949, P09525, P21796, P10909	161	2219	20624	3.117335042644132	6.3403726713318065E-12	3.1621022252495453E-12	2.855410036178519E-12
GOTERM_CC_DIRECT	GO:0043202~lysosomal lumen	12	7.4074074074074066	2.7161141184811865E-10	P06865, P15586, Q9UM22, Q8NBS9, Q14108, P04062, O00462, P54803, Q8NHP8, P07686, P04066, P98160	161	98	20624	15.685638230447458	8.121180528064542E-8	2.707060404752916E-8	2.4445027066330677E-8
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	31	19.1358024691358	4.838264537612455E-9	Q9Y6Y8, P45880, Q96KC8, P16615, O95197, O60725, P55327, Q86UE4, P39687, P04062, P24534, P83731, P62633, P07996, O15118, Q9H6H4, Q96BY9, Q07065, P24390, P26373, P17302, P11021, P43307, Q8NBS9, P83881, Q9UBR2, Q86XL3, P05067, Q15397, P10909, Q75T13	161	1157	20624	3.432221906086098	1.4466400626300668E-6	3.61660274186531E-7	3.265828562888407E-7
GOTERM_CC_DIRECT	GO:0005764~lysosome	16	9.876543209876543	2.21778940366871E-8	P06865, Q9UM22, Q9UHG3, Q14108, O00462, P11279, Q9P0T7, P54803, P15586, Q9UBR2, P04062, P07686, P04066, Q9ULQ1, Q9NRA2, O15118	161	312	20624	6.569198917025004	6.63116841614908E-6	1.3262380633938885E-6	1.1976062779811034E-6
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	18	11.11111111111111	4.0772602475637246E-8	P11717, O75955, Q13740, P07737, P50281, Q14108, P28482, P36578, O00560, P17302, P11021, P62277, P63173, Q9Y4G6, P17096, P67936, P05387, P98160	161	428	20624	5.387357055784524	1.2190934090883232E-5	2.0318346900359227E-6	1.834767111403676E-6
GOTERM_CC_DIRECT	GO:0005765~lysosomal membrane	17	10.493827160493826	5.825441354864489E-8	O75955, Q9UIQ6, Q14108, P51790, P11279, Q14849, Q9P0T7, O95772, P13164, P04062, P42892, Q9ULQ1, Q9NRA2, Q01628, O15118, Q15012, Q01629	161	386	20624	5.641682489621215	1.7417918454665227E-5	2.4882956644349746E-6	2.246955951162017E-6
GOTERM_CC_DIRECT	GO:0005789~endoplasmic reticulum membrane	28	17.28395061728395	1.218720490724589E-7	Q6NUK4, Q9Y320, O75844, Q14108, P45880, Q96KC8, O00560, Q14849, Q9H8Y8, P16615, O95772, O95197, O60725, Q86UE4, P22059, Q9H6H4, Q96BY9, Q07065, P24390, Q9UJG1, P20073, Q14739, Q6PIU2, P17302, P11021, P43307, Q86XL3, Q75T13	161	1112	20624	3.22552392868314	3.6439080987715755E-5	4.554967834083151E-6	4.113181656195488E-6
GOTERM_CC_DIRECT	GO:0031902~late endosome membrane	10	6.172839506172839	2.372981170502133E-6	O75844, Q14108, P51790, P11279, Q14849, O95772, Q01628, O15118, Q01629, Q15012	161	148	20624	8.655363437972133	7.092705604430094E-4	7.883570777557086E-5	7.118943511506399E-5
GOTERM_CC_DIRECT	GO:0022625~cytosolic large ribosomal subunit	7	4.320987654320987	8.521376870325905E-6	P61927, P63173, P26373, P83881, P36578, P83731, P05387	161	62	20624	14.462833099579242	0.0025446593913862614	2.5478916842274456E-4	2.3007717549879944E-4
